mouse_gene,human_gene
Mgst2,MGST2
Zfp512,ZNF512
Apbb2,APBB2
Cyp2a4,CYP2A7
Cyp2a22,CYP2A7
Cyp2a12,CYP2A7
Cyp2a5,CYP2A7
Fam131c,FAM131C
Rph3al,RPH3AL
Tmem238,TMEM238
Tuft1,TUFT1
Myo9b,MYO9B
Adcy3,ADCY3
St6gal1,ST6GAL1
Map3k8,MAP3K8
Wee2,WEE2
Hoxa3,HOXA3
Ide,IDE
Malsu1,MALSU1
Ache,ACHE
Slc35f2,SLC35F2
Gstm4,GSTM4
Tpk1,TPK1
Tsku,TSKU
Fcsk,FCSK
Ptpn5,PTPN5
Dedd,DEDD
Apoc2,APOC2
Erlin1,ERLIN1
Mrps12,MRPS12
Ddx21,DDX21
Mcrip1,MCRIP1
Lig1,LIG1
Znhit1,ZNHIT1
Afg2a,AFG2A
P2ry12,P2RY12
Ccdc191,CCDC191
Ndufs1,NDUFS1
Tmem176b,TMEM176B
Gucy1b1,GUCY1B1
A330040F15Rik,FAM111A
Fam111a,FAM111A
Mustn1,MUSTN1
Ndel1,NDEL1
Tmem39a,TMEM39A
Pih1d2,PIH1D2
Zfp672,ZNF672
Mitf,MITF
Trim30c,TRIM5
Trim12c,TRIM5
Trim30a,TRIM5
Trim12a,TRIM5
Trim30b,TRIM5
Trim30d,TRIM5
Trim5,TRIM5
Taf1c,TAF1C
Bmal2,BMAL2
Pmp22,PMP22
Oat,OAT
Tmem131l,TMEM131L
Plekha6,PLEKHA6
Bmal1,BMAL1
Actr1a,ACTR1A
Bicdl1,BICDL1
Nudt13,NUDT13
Lmbr1,LMBR1
Lgals3bp,LGALS3BP
Eps8,EPS8
Gdi2,GDI2
Ncoa7,NCOA7
Zdhhc1,ZDHHC1
Plcd1,PLCD1
Tjap1,TJAP1
Fxyd7,FXYD7
Casp3,CASP3
Gps1,GPS1
Kptn,KPTN
Zmynd11,ZMYND11
Msln,MSLN
Nmrk2,NMRK2
Irf5,IRF5
Zfp566,ZNF566
Mzt2,MZT2B
Brme1,BRME1
Rpl37a,RPL37A
Kat2b,KAT2B
Gmfg,GMFG
Cyp1b1,CYP1B1
Rfx5,RFX5
Actrt3,ACTRT3
Itih3,ITIH3
Zfp36l2,ZFP36L2
Pcgf1,PCGF1
Ush1c,USH1C
Ddx51,DDX51
Ercc1,ERCC1
Mto1,MTO1
Dnajb6,DNAJB6
Rab35,RAB35
Pfkfb4,PFKFB4
Rev1,REV1
Lpar5,LPAR5
Trim75,TRIM22
Stk38l,STK38L
Otub1,OTUB1
Pi4kb,PI4KB
Kcnj5,KCNJ5
Amotl1,AMOTL1
Cd163,CD163
Slc35b1,SLC35B1
Mcam,MCAM
Rpsa,RPSA
Limd2,LIMD2
Tmem176a,TMEM176A
Cep164,CEP164
Armc7,ARMC7
Cldn18,CLDN18
Rundc1,RUNDC1
Mettl24,METTL24
Vps54,VPS54
B4galnt2,B4GALNT2
Thbs2,THBS2
Prpf40b,PRPF40B
Nde1,NDE1
Plod2,PLOD2
Ltbp4,LTBP4
Anapc11,ANAPC11
Ncapd3,NCAPD3
Ubr3,UBR3
Prep,PREP
Atp5mf,ATP5MF
Lmf1,LMF1
Dcaf6,DCAF6
Pdcd10,PDCD10
Wdr91,WDR91
Gas8,GAS8
Mgst1,MGST1
Clip4,CLIP4
Prss8,PRSS8
Filip1,FILIP1
Pex6,PEX6
Sstr5,SSTR5
Trim50,TRIM50
Slc12a4,SLC12A4
Lrrc32,LRRC32
C2cd5,C2CD5
Cd36,CD36
Wdr74,WDR74
Nt5c,NT5C
Ppan,PPAN
Serpinb9c,SERPINB9
Serpinb9,SERPINB9
Serpinb9b,SERPINB9
Serpinb9e,SERPINB9
Serpinb9h,SERPINB9
Serpinb9f,SERPINB9
Serpinb9g,SERPINB9
Serpinb9d,SERPINB9
Myo18a,MYO18A
Vps26b,VPS26B
Ddah2,DDAH2
Cdc42ep5,CDC42EP5
Zfp787,ZNF787
Gpr108,GPR108
Rcor2,RCOR2
B4galnt4,B4GALNT4
Stk38,STK38
H2-DMa,HLA-DMA
Mical1,MICAL1
Ext2,EXT2
Dnajb11,DNAJB11
Rad18,RAD18
Zfp583,ZNF583
Sp100,SP140
Kcnn4,KCNN4
Hmox2,HMOX2
Adipoq,ADIPOQ
Ttc21a,TTC21A
Clptm1,CLPTM1
Vtn,VTN
Galnt18,GALNT18
Nceh1,NCEH1
Pigs,PIGS
Abcc5,ABCC5
Dkk3,DKK3
Zfp444,ZNF444
Dhx58,DHX58
Ckm,CKM
Mmadhc,MMADHC
Pglyrp2,PGLYRP2
Pdia2,PDIA2
Zkscan2,ZKSCAN2
Actg1,ACTG1
Arrdc2,ARRDC2
Tbc1d24,TBC1D24
Rmdn2,RMDN2
Tgfb1i1,TGFB1I1
Pold1,POLD1
Paqr7,PAQR7
Dcp1a,DCP1A
Mapkapk2,MAPKAPK2
Clec7a,CLEC7A
Taf6l,TAF6L
Slc35g2,SLC35G2
Arhgef16,ARHGEF16
Eif4a2,EIF4A2
Rnf103,RNF103
Stat2,STAT2
Farp2,FARP2
Fbxo3,FBXO3
Hdac1,HDAC1
Spsb3,SPSB3
Cops3,COPS3
Bco2,BCO2
Zdhhc14,ZDHHC14
Uap1,UAP1
Ltv1,LTV1
Gorasp1,GORASP1
Jmjd8,JMJD8
Mtch1,MTCH1
Emg1,EMG1
Ssb,SSB
Tcf19,TCF19
Adcy6,ADCY6
Ptk7,PTK7
Stard7,STARD7
Picalm,PICALM
Armh1,ARMH1
Espl1,ESPL1
Stub1,STUB1
Slc2a4,SLC2A4
B3gnt5,B3GNT5
Atp2b4,ATP2B4
Rel,REL
Myl4,MYL4
Acap2,ACAP2
Etnk1,ETNK1
Polr3e,POLR3E
Rita1,RITA1
Eif2ak2,EIF2AK2
Poldip2,POLDIP2
Atp2b1,ATP2B1
Rfx2,RFX2
Smyd4,SMYD4
Golph3l,GOLPH3L
Slfnl1,SLFNL1
Rbfox3,RBFOX3
Ift122,IFT122
Capzb,CAPZB
Slc17a7,SLC17A7
Dpy19l2,DPY19L2
Kcnab3,KCNAB3
Pirb,LILRB4
Lilra6,LILRB4
Pira12,LILRB4
Pira13,LILRB4
Lilra5,LILRB4
Pira1,LILRB4
Pira2,LILRB4
Lgals12,LGALS12
Sars1,SARS1
Tnfaip1,TNFAIP1
Ccdc170,CCDC170
Suclg1,SUCLG1
Cmtr2,CMTR2
Zbtb16,ZBTB16
Qrsl1,QRSL1
Tomm70a,TOMM70
Spg7,SPG7
Abcf1,ABCF1
Anapc7,ANAPC7
Sugp1,SUGP1
Supt6,SUPT6H
Lmcd1,LMCD1
Sestd1,SESTD1
Acat1,ACAT1
Top2b,TOP2B
Tor3a,TOR3A
Cep68,CEP68
Cacna2d1,CACNA2D1
Tarbp1,TARBP1
Unc93b1,UNC93B1
Gpr155,GPR155
Cpm,CPM
Stap2,STAP2
Ssh3,SSH3
Snx9,SNX9
Ovgp1,OVGP1
Sec22b,SEC22B
Ermardl1,ERMARD
Ermard,ERMARD
Ermardl2,ERMARD
Lta4h,LTA4H
Brinp2,BRINP2
Zfp398,ZNF398
Dld,DLD
Ttc13,TTC13
Arpc4,ARPC4
Higd1b,HIGD1B
Prdm11,PRDM11
Rab17,RAB17
Ctsw,CTSW
Prpsap2,PRPSAP2
Tada3,TADA3
Yjefn3,YJEFN3
Wtap,WTAP
Elmod1,ELMOD1
Pnpt1,PNPT1
Hmbs,HMBS
Lsm14a,LSM14A
Edn1,EDN1
Steap1,STEAP1B
Ephb3,EPHB3
Prkcb,PRKCB
Tnfaip3,TNFAIP3
Upp1,UPP1
Psmd6,PSMD6
Plagl1,PLAGL1
Sirt6,SIRT6
Myl3,MYL3
Emc8,EMC8
Urb2,URB2
Itgb7,ITGB7
Gprc5b,GPRC5B
Isg15,ISG15
Ggps1,GGPS1
Gamt,GAMT
Sv2a,SV2A
Ripor1,RIPOR1
Bcap29,BCAP29
Slmap,SLMAP
Isyna1,ISYNA1
Pla2g4a,PLA2G4A
Etfbkmt,ETFBKMT
Atg13,ATG13
Sppl3,SPPL3
Rala,RALA
Tgfbr3,TGFBR3
Abcd2,ABCD2
Mpv17,MPV17
Tmem263,TMEM263
Safb,SAFB
Atp6v0e2,ATP6V0E2
Vipr2,VIPR2
Eea1,EEA1
Tfr2,TFR2
Usp30,USP30
Lrrc46,LRRC46
Myh10,MYH10
Itgb1bp1,ITGB1BP1
Ikbke,IKBKE
Arhgdig,ARHGDIG
Ube3b,UBE3B
Acsf3,ACSF3
Smco1,SMCO1
Xirp1,XIRP1
Csrnp1,CSRNP1
Clec18a,CLEC18A
Tsen2,TSEN2
Gstm5,GSTM3
Pmm2,PMM2
Fbxl2,FBXL2
Nfasc,NFASC
Adat1,ADAT1
Capn15,CAPN15
Azi2,AZI2
Slc5a7,SLC5A7
Bbs2,BBS2
Kdelr2,KDELR2
Ecel1,ECEL1
Kcnc2,KCNC2
Fblim1,FBLIM1
Hbp1,HBP1
Cox17,COX17
Noc4l,NOC4L
Slc27a1,SLC27A1
Sfmbt1,SFMBT1
Strn,STRN
Cox14,COX14
Arl6ip4,ARL6IP4
Mtmr14,MTMR14
Etfb,ETFB
Gls,GLS
Zfp60,ZNF780A
Zfp59,ZNF780A
Zfp607b,ZNF780A
Zfp850,ZNF780A
Zfp607a,ZNF780A
Zfp626,ZNF780A
Fam133b,FAM133B
Hlx,HLX
Prkaca,PRKACA
Ncoa1,NCOA1
Gtf2ird2,GTF2IRD2B
Rela,RELA
Ilf3,ILF3
Ahctf1,AHCTF1
Ldaf1,LDAF1
Scarf1,SCARF1
Zcwpw1,ZCWPW1
Ogfod1,OGFOD1
Serpini1,SERPINI1
Retreg3,RETREG3
Fxyd2,FXYD2
Myog,MYOG
Dram2,DRAM2
Gosr1,GOSR1
Terf2,TERF2
Cacna2d3,CACNA2D3
Clcn1,CLCN1
Acsm3,ACSM3
Bbs5,BBS5
Eef1g,EEF1G
Senp7,SENP7
Sp4,SP4
Sec14l1,SEC14L1
Sirt4,SIRT4
Gtpbp10,GTPBP10
Iffo2,IFFO2
Greb1,GREB1
Wsb2,WSB2
Fam76a,FAM76A
Mphosph9,MPHOSPH9
Harbi1,HARBI1
Col1a2,COL1A2
Fchsd2,FCHSD2
Heatr5b,HEATR5B
Cryz,CRYZ
Gnb4,GNB4
Ethe1,ETHE1
Ppp1r12a,PPP1R12A
Rrp9,RRP9
Colgalt1,COLGALT1
Tbrg1,TBRG1
Kxd1,KXD1
Hrh1,HRH1
Plekhb2,PLEKHB2
Elmo3,ELMO3
Pth1r,PTH1R
Nlk,NLK
Chst1,CHST1
Fastk,FASTK
Mief2,MIEF2
Stt3a,STT3A
Pced1b,PCED1B
Rai1,RAI1
Galnt6,GALNT6
Slc25a39,SLC25A39
Lat,LAT
Nub1,NUB1
Plppr2,PLPPR2
Icmt,ICMT
C3ar1,C3AR1
Thumpd1,THUMPD1
Mecr,MECR
Nop2,NOP2
Smarca4,SMARCA4
Nfe2l2,NFE2L2
Mmp15,MMP15
Phf7,PHF7
Dnaja3,DNAJA3
Prdm10,PRDM10
Csf3r,CSF3R
Colq,COLQ
Eif3c,EIF3C
Ndc1,NDC1
Dcakd,DCAKD
Stat1,STAT1
Gtf2e1,GTF2E1
P2ry6,P2RY6
Mettl27,METTL27
Snx13,SNX13
Zxdc,ZXDC
Pfas,PFAS
Rplp2-ps1,RPLP2
Rplp2,RPLP2
Odf2l,ODF2L
Phf21a,PHF21A
Zbtb20,ZBTB20
Asgr2,ASGR2
Gnai1,GNAI1
Amigo2,AMIGO2
Fam90a1b,FAM90A1
Fam90a1a,FAM90A1
Twf1,TWF1
Hnrnpu,HNRNPU
Cpvl,CPVL
Vstm5,VSTM5
Nxpe4,NXPE4
Slc41a2,SLC41A2
Sult5a1,SULT1A2
Dgat2,DGAT2
Zfp664,ZNF664
Wnt11,WNT11
Tspan32,TSPAN32
Fhod1,FHOD1
Tspan8,TSPAN8
Gga3,GGA3
Zfp786,ZNF786
Zp3,POMZP3
Elf5,ELF5
Ccdc92,CCDC92
Ddx56,DDX56
Slc35f5,SLC35F5
Brms1,BRMS1
Golim4,GOLIM4
Zc3h18,ZC3H18
Rapgef3,RAPGEF3
Ndufs3,NDUFS3
Ptgfr,PTGFR
Ensa,ENSA
Trim54,TRIM54
Ahcyl2,AHCYL2
Rtn3,RTN3
Nbr1,NBR1
Atp1a1,ATP1A1
Cmtm3,CMTM3
Gmppa,GMPPA
Slc26a6,SLC26A6
Sptbn2,SPTBN2
Foxp2,FOXP2
Cdh15,CDH15
Lbr,LBR
6430548M08Rik,KIAA0513
Cdon,CDON
Amhr2,AMHR2
Spire2,SPIRE2
Gpatch3,GPATCH3
Fmo2,FMO2
Anapc5,ANAPC5
Lonp2,LONP2
Sema4f,SEMA4F
Mtmr4,MTMR4
Tanc1,TANC1
Lrp8,LRP8
Fnbp4,FNBP4
Cep19,CEP19
Abca3,ABCA3
Nol11,NOL11
Pld1,PLD1
Eps8l2,EPS8L2
Ntsr2,NTSR2
Plscr3,PLSCR3
Nif3l1,NIF3L1
Smpd4,SMPD4
Lum,LUM
Mlf2,MLF2
Osbpl10,OSBPL10
Jup,JUP
Clec5a,CLEC5A
Gpr22,GPR22
Arpc1a,ARPC1A
Chdh,CHDH
Srl,SRL
Tollip,TOLLIP
Cyba,CYBA
Ccr9,CCR9
Insc,INSC
Acad9,ACAD9
Irx5,IRX5
Eepd1,EEPD1
Cyld,CYLD
Sart3,SART3
Polr2j,POLR2J3
Sfrp4,SFRP4
Cct6a,CCT6A
Mlph,MLPH
Lrrn4cl,LRRN4CL
Zfp575,ZNF575
Slc36a4,SLC36A4
Rab4b,RAB4B
Slc35a5,SLC35A5
Bltp2,BLTP2
Ms4a6d,MS4A6A
Ms4a6c,MS4A6A
Ms4a6b,MS4A6A
Bcat2,BCAT2
Rasa4,RASA4
Tmem94,TMEM94
Grm5,GRM5
Apeh,APEH
Pthlh,PTHLH
Dram1,DRAM1
Men1,MEN1
Denr,DENR
Foxj2,FOXJ2
Tyw1,TYW1
Tmem116,TMEM116
Klhl20,KLHL20
Ctsd,CTSD
Abcb1a,ABCB1
Abcb1b,ABCB1
Atg4c,ATG4C
Ifi30,IFI30
Cdk17,CDK17
Snapc2,SNAPC2
Tecr,TECR
Prmt3,PRMT3
Boc,BOC
Trafd1,TRAFD1
St14,ST14
Cd55b,CD55
Cd55,CD55
Nomo1,NOMO3
Lypd6b,LYPD6B
Bsdc1,BSDC1
Rundc3b,RUNDC3B
Slc15a4,SLC15A4
Trim21,TRIM21
Wiz,WIZ
Mettl21a,METTL21A
Pak2,PAK2
Fermt3,FERMT3
Nat9,NAT9
Cobl,COBL
Adgrd1,ADGRD1
Mgll,MGLL
Il18r1,IL18R1
Yipf2,YIPF2
Imp4,IMP4
Cep15,CEP15
Myo7a,MYO7A
Hjv,HJV
Zfp148,ZNF148
Cplane2,CPLANE2
S1pr1,S1PR1
Mcoln2,MCOLN2
Slc13a2,SLC13A2
Fndc4,FNDC4
Memo1,MEMO1
Pink1,PINK1
Cers5,CERS5
Ccdc136,CCDC136
Cdk5r1,CDK5R1
Def8,DEF8
Tmod4,TMOD4
Gtf3c3,GTF3C3
Strada,STRADA
Pvr,PVR
Shfl,SHFL
Sdsl,SDSL
Dpp3,DPP3
Ephx1,EPHX1
Dync2i1,DYNC2I1
Olfm2,OLFM2
Capg,CAPG
Ssr3,SSR3
Zfp558,ZNF558
Asic1,ASIC1
Rabgef1,RABGEF1
Lamb2,LAMB2
Klk6,KLK6
Ubc,UBC
Rgl3,RGL3
Rnf34,RNF34
Rpl3l,RPL3L
Scarb1,SCARB1
Mapk3,MAPK3
Tmem248,TMEM248
Cars1,CARS1
Hps3,HPS3
Cdk6,CDK6
Cox4i1,COX4I1
Sbds,SBDS
Scamp3,SCAMP3
Llgl2,LLGL2
Gfm1,GFM1
Agap3,AGAP3
Rogdi,ROGDI
Ubxn11,UBXN11
Rimbp2,RIMBP2
Scap,SCAP
Tnni3k,TNNI3K
Yipf4,YIPF4
Ramp1,RAMP1
Pradc1,PRADC1
Trpt1,TRPT1
Zfp160,ZNF160
Pyroxd1,PYROXD1
Agrp,AGRP
Insig2,INSIG2
Dnaja2,DNAJA2
Atg4b,ATG4B
Crlf1,CRLF1
Gigyf1,GIGYF1
Pigq,PIGQ
Ecm1,ECM1
Zfp426,ZNF426
Homer3,HOMER3
Ptpmt1,PTPMT1
Trpc6,TRPC6
Gapdh,GAPDH
Gapdhrt,GAPDH
Gapdhrt2,GAPDH
B4galt3,B4GALT3
Cd47,CD47
Tnpo3,TNPO3
Lsp1,LSP1
Hemk1,HEMK1
Klhdc4,KLHDC4
Irgq,IRGQ
Fiz1,FIZ1
Zfp524,ZNF524
Efemp1,EFEMP1
Zdhhc3,ZDHHC3
Cachd1,CACHD1
Tmigd1,TMIGD1
Rps2,RPS2
Rhbdf2,RHBDF2
Padi2,PADI2
6430571L13Rik,C3orf18
Zbtb44,ZBTB44
Hpcal4,HPCAL4
Nppb,NPPB
Slc49a4,SLC49A4
Srsf10,SRSF10
Sigirr,SIGIRR
Rhoa,RHOA
Lrrn3,LRRN3
Recql,RECQL
Agk,AGK
AA986860,C1orf116
Kbtbd4,KBTBD4
Slc39a1,SLC39A1
Usp13,USP13
D2hgdh,D2HGDH
Ucp3,UCP3
Slc25a19,SLC25A19
Cluap1,CLUAP1
Slc6a13,SLC6A13
Ntng1,NTNG1
Hinfp,HINFP
2310033P09Rik,C1orf35
Mvk,MVK
Mfsd4a,MFSD4A
Edc4,EDC4
Kpna4,KPNA4
Meis1,MEIS1
Tnks1bp1,TNKS1BP1
Dhrs3,DHRS3
Vsig10,VSIG10
Cdk14,CDK14
Csrp2,CSRP2
Psmd13,PSMD13
Creb3l4,CREB3L4
Iqcg,IQCG
Galk1,GALK1
Ubxn2a,UBXN2A
Lrrc23,LRRC23
Pcyt2,PCYT2
Glt8d1,GLT8D1
Ccdc93,CCDC93
Kcnh3,KCNH3
Kbtbd3,KBTBD3
Chchd2,CHCHD2
Nell1,NELL1
Iqcd,IQCD
Nutf2-ps1,NUTF2
Nutf2,NUTF2
Upk3bl,UPK3BL1
Ddc,DDC
Ces1g,CES1
Ces1h,CES1
Ces1b,CES1
Ces1d,CES1
Ces1c,CES1
Gltp,GLTP
Nagk,NAGK
Tctn2,TCTN2
Abcb10,ABCB10
Zdbf2,ZDBF2
Rerg,RERG
Ifitm7,IFITM1
Ifitm1,IFITM1
Ifitm2,IFITM1
Ifitm3,IFITM1
Slc6a12,SLC6A12
Ppig,PPIG
Jam3,JAM3
Cpn2,CPN2
Aldh1l1,ALDH1L1
Mutyh,MUTYH
Pik3c2a,PIK3C2A
Fam124b,FAM124B
Rtn4,RTN4
Fdx1,FDX1
Adm,ADM
Pphln1,PPHLN1
Carns1,CARNS1
Psmd12,PSMD12
Vkorc1l1,VKORC1L1
Lmo1,LMO1
Gm10053,CYCS
Cycs,CYCS
Slc37a2,SLC37A2
Amph,AMPH
Otop3,OTOP3
Gngt2,GNGT2
Dnajc4,DNAJC4
Asb3,ASB3
Snf8,SNF8
Accs,ACCS
Iho1,IHO1
Glod4,GLOD4
Nudcd3,NUDCD3
Rad54l2,RAD54L2
Mrgprf,MRGPRF
Ndufv1,NDUFV1
Ogdh,OGDH
Cenpt,CENPT
Ilkap,ILKAP
Mrpl38,MRPL38
Zbtb38,ZBTB38
Car4,CA4
Plekhg6,PLEKHG6
Slc16a6,SLC16A6
Abca5,ABCA5
Rab3il1,RAB3IL1
Ccnl1,CCNL1
Usp7,USP7
Aamp,AAMP
Hyou1,HYOU1
Grap,GRAP
Slc11a2,SLC11A2
Ccdc66,CCDC66
Gcgr,GCGR
Zfp668,ZNF668
Qpct,QPCT
Banp,BANP
Socs5,SOCS5
Anapc13,ANAPC13
Slc8a1,SLC8A1
Wdr49,WDR49
Dars1,DARS1
Slc33a1,SLC33A1
Sema3f,SEMA3F
Ube2g1,UBE2G1
Ten1,TEN1
Erlec1,ERLEC1
Naa25,NAA25
Git1,GIT1
Col6a3,COL6A3
Gpr85,GPR85
Tmem52b,TMEM52B
Copg1,COPG1
AW209491,C7orf25
Cyp51,CYP51A1
Pptc7,PPTC7
Acss3,ACSS3
Lat2,LAT2
Crebl2,CREBL2
Galnt9,GALNT9
Eml3,EML3
Kctd6,KCTD6
Mettl1,METTL1
Galnt15,GALNT15
Myo1a,MYO1A
Fads6,FADS6
Dhx8,DHX8
Poglut1,POGLUT1
Stk39,STK39
Nrf1,NRF1
Srprb,SRPRB
Ciita,CIITA
Chrd,CHRD
P2rx4,P2RX4
Unc45b,UNC45B
Galnt13,GALNT13
Ncf2,NCF2
Stxbp3,STXBP3
Aass,AASS
Sdhaf2,SDHAF2
Camk1,CAMK1
Nup107,NUP107
Nlrx1,NLRX1
Ppil3,PPIL3
Kctd13,KCTD13
Cntn3,CNTN3
Crb1,CRB1
Thpo,THPO
Dus2,DUS2
Cldn16,CLDN16
Sectm1a,SECTM1
Sectm1b,SECTM1
Prdx5,PRDX5
Clcn2,CLCN2
Il12rb2,IL12RB2
Tecpr1,TECPR1
Fam20a,FAM20A
Pde3b,PDE3B
Usp37,USP37
Pnpo,PNPO
Myl2,MYL2
Tac1,TAC1
Plekhm1,PLEKHM1
Mettl6,METTL6
Spon1,SPON1
Adcyap1r1,ADCYAP1R1
Slc6a20b,SLC6A20
Slc6a20a,SLC6A20
Fez1,FEZ1
Cacng1,CACNG1
Myh1,MYH1
Fam107a,FAM107A
Ergic2,ERGIC2
Ptpn12,PTPN12
Polr2h,POLR2H
Ppp1r1c,PPP1R1C
Iws1,IWS1
Tnn,TNN
Fmnl3,FMNL3
Kpna1,KPNA1
Vmp1,VMP1
Apip,APIP
Mertk,MERTK
Rnasel,RNASEL
Asic3,ASIC3
Dpep2,DPEP2
Glmn,GLMN
Itga6,ITGA6
Fli1,FLI1
Samd9l,SAMD9L
Ei24,EI24
Ogfod2,OGFOD2
Pdhb,PDHB
Sun1,SUN1
Epn3,EPN3
Fam234a,FAM234A
Ccdc80,CCDC80
Plbd2,PLBD2
Chi3l1,CHI3L1
Slc6a4,SLC6A4
Galnt5,GALNT5
Rab21,RAB21
Hcls1,HCLS1
Gcc2,GCC2
Pxn,PXN
S100a14,S100A14
Galm,GALM
Lefty1,LEFTY1
Lefty2,LEFTY1
Gata2,GATA2
Spsb1,SPSB1
Capn10,CAPN10
Trim11,TRIM11
Fcgr4,FCGR3A
Stimate,STIMATE
Rab34,RAB34
Fxr1,FXR1
Capn2,CAPN2
Foxred1,FOXRED1
Nr1h3,NR1H3
Chmp3,CHMP3
Ndufaf7,NDUFAF7
Arhgap29,ARHGAP29
Ap2m1,AP2M1
Grip1,GRIP1
Odc1,ODC1
Mark1,MARK1
Cx3cr1,CX3CR1
Smarcc1,SMARCC1
Stac3,STAC3
Ppp4r3b,PPP4R3B
Nell2,NELL2
Slc30a2,SLC30A2
Sertad4,SERTAD4
Camkk1,CAMKK1
Nmnat1,NMNAT1
Ccdc181,CCDC181
Taok3,TAOK3
Hpca,HPCA
Notum,NOTUM
Acta1,ACTA1
Esrra,ESRRA
Tbcd,TBCD
Rhbg,RHBG
Ppih,PPIH
Dennd5a,DENND5A
Gns,GNS
Ccr2,CCR2
Zfp654,ZNF654
Il17rb,IL17RB
Thumpd2,THUMPD2
Obsl1,OBSL1
Higd1a,HIGD1A
Hnrnpr,HNRNPR
Palb2,PALB2
Ntn4,NTN4
Tbc1d23,TBC1D23
Mogat2,MOGAT2
Zfp202,ZNF202
Pkdcc,PKDCC
Doc2a,DOC2A
Eno2,ENO2
Gabpb2,GABPB2
Alg8,ALG8
Rnpc3,RNPC3
Appl2,APPL2
Actr8,ACTR8
Trmt112,TRMT112
Atp13a3,ATP13A3
Osbpl5,OSBPL5
Rbms3,RBMS3
Nfyc,NFYC
Rspry1,RSPRY1
Parpbp,PARPBP
Prss23,PRSS23
Dync1li2,DYNC1LI2
Zfp143,ZNF143
Nedd1,NEDD1
Slc4a7,SLC4A7
Phkb,PHKB
Aaas,AAAS
Mmp28,MMP28
Rhot1,RHOT1
Slc4a1ap,SLC4A1AP
Dip2b,DIP2B
Krcc1,KRCC1
Rbm45,RBM45
Wdr12,WDR12
Tmem117,TMEM117
Rpl13,RPL13
Ppp1r1a,PPP1R1A
Rpap3,RPAP3
Psma1,PSMA1
Ndufb3,NDUFB3
Nthl1,NTHL1
Mtx2,MTX2
Caps2,CAPS2
Dhx38,DHX38
Cbx3,CBX3
Tnk2,TNK2
Pgm2l1,PGM2L1
Cnrip1,CNRIP1
Kcns3,KCNS3
St3gal4,ST3GAL4
Meak7,MEAK7
Gpr35,GPR35
Elmo1,ELMO1
Fam168b,FAM168B
Fbxo31,FBXO31
Nfyb,NFYB
Atp2a1,ATP2A1
Ano6,ANO6
Mcfd2,MCFD2
Klhl18,KLHL18
Tcaf1,TCAF1
Kif9,KIF9
Ap5z1,AP5Z1
Ptpn18,PTPN18
Socs2,SOCS2
Mylk3,MYLK3
Zdhhc17,ZDHHC17
Rabep2,RABEP2
Vps50,VPS50
Tmem106a,TMEM106A
Cggbp1,CGGBP1
Slc30a6,SLC30A6
Adipor2,ADIPOR2
Acad11,ACAD11
Tmem256,TMEM256
Erbb2,ERBB2
Syt17,SYT17
Aup1,AUP1
Haghl,HAGHL
Atf7ip,ATF7IP
Ubp1,UBP1
Clcn7,CLCN7
Hspd1,HSPD1
Vill,VILL
Wnt5b,WNT5B
Wipi1,WIPI1
Rab5b,RAB5B
Faap100,FAAP100
Mmd2,MMD2
Mdfic,MDFIC
Cep95,CEP95
Gpnmb,GPNMB
Usp5,USP5
Klhl10,KLHL10
Pcolce2,PCOLCE2
Mrpl10,MRPL10
Ces2c,CES2
Ces2f,CES2
Ces2g,CES2
Ces2b,CES2
Ces2a,CES2
Ces2e,CES2
Gprc5c,GPRC5C
Copb2,COPB2
Gemin6,GEMIN6
Vezf1,VEZF1
Zfp853,ZNF853
Ltbp1,LTBP1
Mios,MIOS
Flii,FLII
Ackr4,ACKR4
Emp2,EMP2
Mrps22,MRPS22
Il6,IL6
Dok4,DOK4
Pold2,POLD2
Cfap251,CFAP251
Dgkg,DGKG
Prmt8,PRMT8
Tmprss13,TMPRSS13
Esyt1,ESYT1
Adgrg1,ADGRG1
Hsd17b12,HSD17B12
Dhx36,DHX36
Blzf1,BLZF1
Tmem54,TMEM54
Ppfia1,PPFIA1
Dus4l,DUS4L
Irf2bp2,IRF2BP2
Lrrc8d,LRRC8D
E130311K13Rik,C3orf33
Arhgef19,ARHGEF19
Ahr,AHR
Dzip1l,DZIP1L
Zscan25,ZSCAN25
Fdps,FDPS
Stab1,STAB1
Sftpb,SFTPB
Rarres2,RARRES2
Ift81,IFT81
E2f8,E2F8
Ift56,IFT56
Sync,SYNC
Sc5d,SC5D
Tmem98,TMEM98
Gnb1,GNB1
Uevld,UEVLD
Kbtbd12,KBTBD12
Gper1,GPER1
Arhgdib,ARHGDIB
Fyco1,FYCO1
Casd1,CASD1
Lemd3,LEMD3
Snx11,SNX11
Thrb,THRB
Ms4a1,MS4A1
Tbk1,TBK1
H2az2,H2AZ2
Rnf214,RNF214
Sphk1,SPHK1
Cux1,CUX1
Prkca,PRKCA
Chrnd,CHRND
Sytl2,SYTL2
Stk36,STK36
Pelp1,PELP1
Spryd3,SPRYD3
Polr3b,POLR3B
Ddx42,DDX42
Chrm2,CHRM2
Abcb4,ABCB4
Nt5dc2,NT5DC2
Acsl3,ACSL3
Ccdc47,CCDC47
Slc6a15,SLC6A15
Usp4,USP4
Rad51d,RAD51D
Psmd9,PSMD9
Pnkd,PNKD
Rbm19,RBM19
Swap70,SWAP70
Anxa4,ANXA4
Polm,POLM
